account_id,username,bio,followers,posts,verified
66454640150,codewithsantosh,"Helping Techies🚀
🧑‍💻 Building @interviewcafe.io | SDE @microsoft
📩 Email/DM for collab: 93mishra@gmail.com
📚 Get my Book with 25% OFF👇",68743,363,False
79513511271,codewthharsh,"IIT Madras BS 🎓 | Full-Stack 💻
MENTOR | HTML | CSS | Bootstrap | Java
📩 connect2harsh31@gmail.com",189,43,False
80491470974,codi_fycode,"🚀 Coding for Beginners
🐍 Python | 💻 Front-end | 📊 Pandas 
🎯 From basics to job-ready
📩 DM to join classes",1,3,False
71249058518,coding.sight,"Coding | Tech 🕊️…
👩🏻‍💻| Developer | Simplifying Web Dev Concepts 
📩| Collab/Promotion- DM | 🎯100K 
🔥| Quality Content
💻| Learn Coding",74629,486,False
8658721241,coding_gym,"We practice expressing ourselves through programming and collaboration.
⬇️Attend the next session⬇️",238,119,False
23087863085,codingget,"💻Code Is My Life
#Programming #Developer #Coder
📲 Learner ! Beginner",4359,1609,False
46568998856,codinglife20,"👨‍💻 100 Days of SQL Challenge
⚡ Daily Hiring Updates
🎯 Interview & Placement Prep
Full concepts on YouTube👇",87,103,False
56837304170,codzskill,Technical Bootcamp|| Live Project || Industry Exposure||Expertise Mentoring||Interview Preparation||Placement Support,840,395,False
39194794989,cogn.ux,"Consultoría Tecnológica Estratégica. 
Transformamos empresas con IA, automatizaciones y arquitectura de alto rendimiento.",3,11,False
45324197890,coilingtowers.project,"3D printed outdoor gear
made from recycled PET
Launching the first production series
coilingtowers.com",36,16,False
41636196464,colorstack_ua,"ColorStack @ The University of Alabama
Black & Latinx students in tech 💻
Community | Career | Growth
📍Tuscaloosa, AL
Join the stack ↓",11,4,False
75796737971,completewebstudio,"I design and build professional WordPress websites that are fast, mobile-friendly, and easy to use. I focus on clean design, smooth functionality",770,56,False
45042771059,computerbyjeetsir,"CYBEROUTE INFOTECH IS  A COMPANY WHICH PROVIDE TECHNICAL AND NON TECHNICAL IT COURSES IN GWALIOR  LIKE C,C++ , JAVA , WEBSITE DESIGN , NETWORKING etc.",158,44,False
37036105138,conne_ctwithkrish,"💻  | Building Ideas into Reality
Passionate about turning logic into impactful digital experiences. I enjoy solving real-world problem
krish/web dev",69,4,False
76568791357,cool.uncle.mike,,102,1168,False
72038091143,copdrop.in,A Marketplace that celebrates the beauty of indie Homegrown brands,193,36,False
59457305751,cordoba_private_university,جامعة قرطبة الخاصة (الرسمية),7780,1503,False
43745554888,corebrains.io,"🏆 Learn. Build. Grow with AI
🚀 A community that builds, not just learns",40,13,False
79922290903,crackstack.dev,"Ex-Microsoft Senior SDE
MS @ Purdue University
AI & ML Research — Harvard | MIT
Simplifying tech for the internet ⚡
👇 Daily tech & career drops",12,45,False
76542441718,csemarketing1,"Helping brands get more leads & sales 💰
📊 Performance Marketing Experts
🌐 SEO | Ads | Social Media Growth",89,24,False
48690563617,ctrl_alt_tee_apparel,"Ctrl-Alt-Tee was built for 
🖥 Developers, Coders, engineers 
💾 Humour for people who ’get it’
Shop now",4,51,False
1647610803,cupomarezzolili,"CUPOM DESCONTO: 👉🏽 ARZ508943 👈🏽
Garanta 10%de OFF ➕ frete grátis. 💻
✨ @arezzo.lili 
Vendas WhatsApp👇🏽",1255,6712,False
40491457878,curiositylabskashmir,,8,1,False
40572682804,cx_perks,CXperks (CXperks.com) provides Curated Content and Entertainment for waiting rooms all over the world. Visit our site to learn more!,19,37,False
41401507102,cybersafehq,We are on a mission to democratise access to #cybersecurity and #AI education; enabling underserved communities to build resilience and thrive.,19595,1967,False
5778438312,daccessitinfra,"LAN Network Designing,
Solutions & Material Supply
Structured Cabling, Installation & Maintenance AMC,
Switching and Routing",371,842,False
74061982750,daily.console,Code. Build. Repeat! console to commit,1,2,False
41807933262,dailycodingdose,"💻 Coding Made Simple
⚡ JavaScript | Web Dev | Logic
📚 Beginner Friendly Learning
🚀 New Coding Tips Every Day",5,6,False
80233659702,dailyprismai,Daily AI digest in 3 minutes. Verified sources. Download Prism ↓,3,136,False
44492375003,danield.dev,"🇩🇪🇦🇪🇹🇿
I build AI infrastructure that runs your business
Replacing manual work with systems
📥 DM “AI” to automate your ops",2,15,False
42837096669,dare2dreamcabincrew,"Ex-BA Cabin Crew | 20+ yrs training cabin crew
Helping you pass cabin crew interviews
Trusted by 1000s
↓ Start your prep",23583,1015,False
31520242660,data_expertise,"Learn how to grow with data analysis with us!
Join to Unlock Data's Power: Your go-to source for expert insights, and the latest in data tech🥳📊...!!!",203,409,False
51685930381,dataecho1,"Data 🧑‍💻البيانات
تحليل البيانات | ذكاء الأعمال | علم البيانات
Excel 📊 | PowerBI 📈 | SQL | Python 🐍 | R | Tableau 🌐
😊 تواصل معنا 😃
👇👇👇",1446,1568,False
45177777079,datalab2026,"SQL | Python | ETL Testing
Data Engineering & Analytics
Real Interview Questions
Learn Data in Simple Way 🚀",230,121,False
79875461353,dataproject_hub,"Data Analytics & Career Growth 🚀
Decoding Data Science for the next gen of analysts 📊
SQL - Python - Statistics - Data Visualization💡",25,87,False
66689298939,datapulse023,"🔧 Tech Enthusiast
📊 Tips, tricks on databases, SQL, and more!
💡 Learn and grow with me! 
👇 Follow for daily tech insights!",68,1436,False
78672581808,dataschool.official,"Learning AI out loud & taking you with me
Bite-sized posts on GenAI, tools & jobs
Explaining things simply so they actually stick
Hit follow & learn",4,16,False
78670765903,datasqlhub,"📊 Data Analyst | Data Engineer
💡 SQL • Python • Azure • Power BI • GenAI
🚀 Turning data into real-world insights
🎯 Learn • Build • Grow with data",3,3,False
48480687336,datawithakshay,,25,14,False
73562784339,davidakaprof01,,0,407,False
80473330012,dbq_academy,"😎Ansh Rajpoot
🎯 DBQ Academy
📌 SQL Interview Prep
💡 Real Queries • Real Logic
👨‍💻 IT Freshers & Developers
📚 Practice Daily",38,14,False
80407424305,debugenglish,"DeBug your English 
Inglês Bug Free - Para Dailys e Entrevistas
Dev •Dados •UX •PM •QA •DevOps
⬇️Let's us Debug your English | Sua vaga Global",871,43,False
43036041229,decodetheidea,Let’s decode!,596,21,False
79993101803,deepak1creator,Mahadev......,0,2,False
48823650715,deepvalence,"Pixels Deep Pink 💗AI  Visual Branding
 Content that sells ✨
Do like me here 👇👇
👇👇🎁",1090,18,False
77500333769,designbloomstudioofficial,"🌐 Website Design & Development for Businesses
🚀 Websites that bring real customers
💻 Learn Web Development 
📩 DM for Website / Landing Page",11,132,False
17772587992,designwithfemina,"✍ Curating products
⭐Sr. Product designer @ RailYatri
🎖️Brand designer | Animator
😇Feel free to ask any doubts",131,7,False
79601006969,deskora.workspace,"Elevate your workspace 💼  
Desk setup • Ergonomics • Productivity tools  
Work smarter. Stay focused.",1,657,False
45123504072,devcogna,"Training algorithm recognition speed.
For engineers who think in systems.
🚀 Early access ↓",12,6,False
67727297110,devdossier,"Building a community that learns, grows, and thrives by sharing knowledge and opening doors to new opportunities.",31,16,False
30111166986,developerhold,"‍💻Lets Code
👨‍💻Fun Community of Programmers
🔥‍💻Use Tag #developerhold",6915,1536,False
44122176502,devops__community,"🚀 Learn DevOps with us
📑 DevOps Training
DM us on WhatsApp for DevOps training
Building @quantum.vector",85231,783,True
7121305342,devstyler,"Медията за разработчици на софтуер, хардуер и иновации",724,3646,False
39383147094,devxwriter,"AI/ML | LLM | GenAI
💻 Developer | ✍️ Writer
Introvert building things
Overthinking → Creating
📖 Book coming soon
.
.
.
मान जा ऐ खुदा इतनी सी है दुआ",13,15,False
45912744558,devzigma_ai,,0,75,False
80472306422,dhruv_it_lab,"coding 
web Developer 
Ai Build 
software developer 
code and API
🚨 Follow Daily Educate and self Improvement",59,46,False
42698800821,diamondsmartcell,"💎 Seu celular novo de novo!
📱 Consertos rápidos e com garantia
🔌 Capas | Películas | Carregadores
🚀 Qualidade + preço justo
👇 Fale com a gente",32,10,False
78046470842,dig.jobs,"At DigJobs, we’re dedicated to revolutionising the job-search experience by making it faster, smarter and truly tailored to you. We bring together rem",432,19,False
46515263193,digicated.ai,Accelerating your brand’s Generative AI maturity,36,252,False
57710782632,digicode.id,"🚀 Platform Edukasi Teknologi Terkini dgn 1500+ Alumni
📲 Cyber Security, AI N8N & ChatGPT, Public Speaking, dll
👇🏼 Kuasai skill baru di Digicode!",4840,327,True
6272323781,digiryteuk,"Big 4 Lite Tech Consultants - Where Technology, Capital & Strategy Converge.",164,153,False
77916939306,digital_beti,"🎓 Lecturer | University of Lahore > 🥈 Silver Medalist, FAST-NUCES
💻 Software Engineer & Researcher
🕊️ Women’s Dignity Ambassador
📍 Lahore, PK",123,22,False
46840237561,digiwebcrew.agency,"Web Dev | SEO | Automation
More leads. Better websites. Less work.
Free audit:digiwebcrew.com",36,9,False
73209114328,diversity_skill,,15,235,False
990237210,divinesavioracademy,"We are a family of private Christian academies dedicated to excellence, serving FL, TX, & Grenada with programs from PreK-12th grade.",4231,1728,False
13633101890,dktestei,"D.K.T.E. Society's Textile and Engineering Institute, Ichalkaranji, (An Empowered Autonomous Institute) MS, INDIA",5012,4663,False
45054707899,dm_labs.io,"- We build websites that grow your business 🌐
- Professional · Fast · Affordable
- 💻 Working with clients worldwide
👇 Get your free consultation",1148,31,False
48971470129,domefestwest,"Ready for the next big entertainment trend? Spielberg predicted it in 2006. Join us in Boulder, CO April 23-26, 2026 to find out more! #fulldome",1232,443,False
79654534159,donau2space,Die freundliche KI aus Passau,1,131,False
31845017826,dottoressaaria,"Logopedista e Parent Coach Certificata
💻Creo PERCORSI ONLINE per superare difficoltà di apprendimento e DSA
Info percorsi 👇🏻",73890,824,True
80579866269,dreew1812,,0,57,False
73449465868,dsaproblem,"💡 Decode DSA, One Problem at a Time
🔥 Boost Your Coding Skills | DSA & Algorithms
🎯 Master Competitive Programming
🌐 50K+ Problems",1013,73,False
37750863890,dsavglobal,"Data Science | Analytics | Visualization
Real-world projects & dashboards
Helping Businesses Make Smart Decisions 
📩 DM for Services / Collaborations",34,3,False
4032253831,easysolar.sl,"Lighting up lives across West Africa through high quality energy and affordable finance. 
For job openings: https://easysolar.bamboohr.com/jobs/",1734,1727,False
78276324547,eazemyapi,"EazeMyAPI is an AI-driven no-code backend builder that lets anyone create secure, scalable APIs instantly — without writing a single line of code.",13,36,False
50854698450,edanalytix,"One stop solution for everything Data Science & Analytics 📊📈
Initiative by experts from Amazon & Barclays
Masterclass | Mentorship | Jobs",0,0,False
71541852041,edgesfortraining,"OUR EDGE IS YOUR SUCCESS
Master Software Dev, Web Dev, Mobile Apps, Testing, Embedded Systems & AI. 
Learn practical skills and boost your career!",1312,289,False
66988969199,elagancestorenic,"Tienda Física somos de 
Managua, Nicaragua🇳🇮
📍De los raspados Lolis del zumen cuadra y media al sur.
Celular: 84528732📱
Envío a todo el país🛍️🛵",103,116,False
305901472,elmegadeportes,PRIMERO DIOS 🙏🏻 #baseball #digitalcreator #beisbol #sport #foryou,10385,2551,True
53582392378,emerson.braun.dev,"👨‍💻 Software Architect | Senior Dev
🎙️ Trainer & Content Producer | 15+ yrs IT
👥 500+ interviewed
📘 Free e-book 👇",88,28,False
78241787994,empleostech,Impulsamos la carrera de quienes buscan crecer y acompañamos a reclutadoras en la construcción de equipos de alto impacto.💫🚀🚀,41,167,False
79587037659,energovod,,24,6,False
49347409453,engagingseniors,,18,208,False
8581771912,ensolvers,"We create tailored software solutions to drive innovation and transform the digital world. From development to dedicated teams, we go beyond the code.",362,327,False
4589471389,enterpriseoutsourcing,Enterprise Outsourcing is a leading technology service company that can help you develop and maintain cutting-edge IT systems.,146,402,False
39384217316,erik.build,Erik┃Brand & Web Designer,14,6,False
16028633827,estilodigitalcol,"#TuVidaConMásEstilo
Tecnología, entretenimiento y estilo de vida. 
Director: @fabioandres40 
Editora: @fandyreporter
Digital Creator: @nicolasg.96",1360,3812,False
3258731060,eugenia.igwe,"Hi, I’m Eugenia 👋🏽
📍M&E, Research & Data Specialist
At the intersection of tech, innovation & development
Sharing insights • Build Startups • Strategy",1598,182,True
69417936344,evergreen_coder,"coder by passion 🧑‍💻
I try to turn my code into reality",8,89,False
79940976212,evision_technolab,"Evision Technolab thrives on trust, respect, and empathy, building lasting relationships with clients and the community.",3,113,False
80099771967,explainit.dev,"ExplainIt.dev | Code Logic 💡 Code. Logic. Explained. 🚀 Master JS, React, Node & DSA. 🎯 Moving you from ""How"" to ""Why."" Every Line Makes Sense.",210,27,False
43890511160,eyesofreazin,,1442,1476,False
38948582862,faizan.studios,"🖥️ Frontend Developer · SEO Expert · 3D Websites
⚡ Fast sites that rank & convert 🚀
📈 Helping brands grow online
👇 Free Website Audit Link below",131,14,False
146118780,fatima.toledosuarez,"🍏 | DIETISTA en @fitnessindramas 
🚗 | Copiloto de rally
⭕️ | -10% dto en PROZIS código FATIMITA
🏋🏻‍♀️ | Fitness para la vida real",10272,1479,False
78939785402,fazilrafifazli_tech,"💻 | آموزش تکنولوژی
🔬 | معلومات علمی
📱 | بررسی اپلیکیشن
💡 | نکات هوشمند برای همه
😉 | با من یکجا از دنیایی فناوری آگاه شو",247,74,False
51289608149,fbltech,"Eletrônicos de alta qualidade,  entre em contato pelo WhatsApp 54981622635 para adquirir o seu.
os links são comissionados amazon",746,1955,False
64978207587,feedingthegods,•Speaking With Gods In Binary Code•,13928,2707,True
44007533151,fgtechteam,"Entreprise du numérique à mission solidaire #cloud #devops #sécurité #InnovationsSociales #Humanisme #DigitalTransformation #it
www.waxconf.fr",106,87,False
54133626525,fiit2022tiruvannamalai,FIIT,353,1302,False
39771212294,filipmelnic.dev,,0,3,False
48871608670,firoz_zulekha,"✨🌼اسسلامو وعلیکم🌼✨
❥︎ﷺمحمّد ومماتی❤️😻
❥︎𝑾elcome To My Profile 🥰🤗
❥︎𝑷roud To Be Muslim 🕋☪️
❥︎𝑭ast Azan 15 Agust🐣🌍
Hubby @stylex_firoz 🫀💌💐",25505,10,False
69032046257,fitness4amclub,"Fuel. Train.Perform.Happiness 
🥗 Nutrition | 🏋️ Training | 🏁 Events | 🎽 Gear
DM 🤝 FOR COLAB YOUR FITNESS JOURNEY",1266,1493,False
37284316456,flujoai_oficial,"🤖 Automatiza tu negocio con IA
📈 Herramientas + flujos que funcionan
👇 Recursos gratis en el link",3,3,False
35071078006,fluxnews.tech,"🌐 Keeping you informed in a world driven by technology
📧 fluxnewstech@gmail.com",2,19,False
65964585531,fossunitedlucknow,A community to promote and strengthen Free and Open Source Software (FOSS) ecosystem in Lucknow. #UnitedByFoss,143,105,False
79897432931,frames__n__pixels,"Frames n Pixels ✨
Animation Institute 🎥
Graphics | VFX | Motion Design
Turn your creativity into a career 🚀
📩 Admissions Open",22,36,False
68026124094,freelanso564,"A STEP FOR YOUR DREAM
🌐Web & Software Develop
🛒E-Commerce Website
🚀Digital Marketing 
📱Social media
🎥Wedding invite & itinerary
🖌️Graphic design",1255,82,False
62769082108,freemindnotebooksofficial,"Every child’s right, every parent’s trust 
Made in India 🇮🇳
Notebooks | Registers | Office Paper Stationery & more
Now available on Amazon & Flipkart",3523,439,False
78197869389,frequencyworklounge,"Calm, distraction-free workspace. 
A reliable place to focus and get things done.",35,34,False
64532085621,fromcode2coffee,"Software Engineer-2 @onechampionship 
Live in Singapore 🇸🇬
For technical : @debugwithshubham 
💌 | For enquiry/collab 
debugwithshubham@gmail.com",4789,96,False
2078282103,fundify,"Automated startup investing. Curated, diversified pre-ipo portfolios.
SEC & FINRA registered.
Download the Fundify App to join. Fundify.com",3949,75,False
42306873417,futurestackrev,"Honest reviews for ambitious builders.
AI, tech & growth stacks — tested, compared, no BS.
We don't do ""Top 10"" lists.",5,16,False
43795006319,g2gtech7,"Creating Simple Solution for Complex Issues through Effective Software Products lWeb Design|Digital Marketing l Training program 🧑‍🎓
Tirunelveli",205,400,False
2999416,gadgetchecks_de,"Apple & SmartHome
#Reviews #News #Angebote #Apple #Gadgets #Tutorials
.
https://gadgetchecks.de/impressum/",6400,478,False
37018462643,gadgetelitestore,"📱 Gadgets | Gear | Setup
🔥 Stay updated daily
👇 Follow for more",1012,18,False
35818973865,gadgetspotter,"▶️160,000+ on YouTube
📱Making tech more useful for everyone
📩 Follow for more
🔗 Latest tech find👇
www.rhinokey.com/collections/rhinokey-collection",0,20,False
74347338459,gadgetstimesrd,"Innovación sin límites  
Reviews, comparaciones y tendencias de tecnología.
Descubre lo mejor en gadgets inalámbricos. 
¡Síguenos para más!",8,1280,False
2494481235,garciasmart2019,"📲 Seu Próximo iPhone está aqui ✨
📦 Enviamos para todo o Brasil 🇧🇷
🏢 Santana do Livramento - RS
💳 Aceitamos cartões até 18x Sem Acréscimo
📨 Link abaixo",12279,202,True
70705411627,gcloud_techphile,"🌟 Your go-to tech buddy! 💻 | 🎯 Easy tips & tricks for tech lovers | 🚀 Tech Simplified, Life Enhanced | 🚀 Making tech fun & simple",867,179,False
11206706258,gdg_on_campus_mait,"👨‍💻Campus Lead: @dotslashdhruv
👨‍💻Vice President: @ram_katara11
🌐 Empowering devs, designers & innovators
💡 Learn • Build • Grow",1313,353,False
61970390351,gdg_ubb,"🚀 Empowering Student Innovators at UBB🌟Join us in coding, making tech waves and connecting with others! 🦆 
(ex GDSC UBB)",816,130,False
6918967698,gdgc_viit,"Build🔸Grow🔹Connect
Organiser : @bot_durgesh",397,79,False
78388275044,gdgowerri,"Google Developer Group Owerri 💻
Building a thriving tech community in Owerri
Events | Learning | Networking
📍 Owerri, Nigeria
#GDGOwerri",1,10,False
77883660362,gen.haus_club,"⚡Not a trend. A transformation @gen.haus_club
💫 Created by imagination
🌐 Collab https://try.elevenlabs.io/ksmdxi9935ku",13,43,False
8661102104,geo.wealth,"👨‍🎓 | The Future Is Gonna Rule By Hustlers
🌏 | Daily Geo Political/Finance news
📈 | Investing / Business / Wealth Tips
🇺🇲 | Dm for Promos/Ads",1093641,858,True
4165798684,getinfotoyou,"🔍 Your Daily Dose of Knowledge
💡 Facts • Tips • Insights
🌟 Stay Informed, Stay Ahead
📩 DM for Collabs & Queries
📊 Follow for trending updates!",27,477,False
80471236885,gfg_community_sbssu,"🖥️ Coding | AI | CSE
📈 Learn Something New Daily
🚀 Follow for Tech Growth",35,50,False
72551777481,giksindiadigital,"Innovating Technologies, Delivering Solutions",27,175,False
10924540742,gini_org,Helping you change our world through the international innovation powerhouse.,1164,1649,False
42210913209,girra_jrawa,"🎨 YouTube Thumbnail Designer | Graphic Artist
Helping creators boost CTR & go viral 🚀
🔥DM for work & collaborations
🌍 girrajrawat784@gmail.com",0,28,False
73262206074,globalwellnesscollective,,9,186,False
76036932994,glowritualhouse,"Black woman owned 🤍
Turn your routine into a reset
Bath soaks • steamers • foot soaks
Slow down. Soak. Unwind ↓",4723,107,False
8575914031,godwinlagutao.dev,"Web Developer 💻
Sharing programming lessons & mistakes
Building real web apps in public
Need a custom website or app? DM me 📩",1161,21,False
61517645068,goraintechnology,,11607,1478,True
41292737782,gp_custom_computers,"𝗖𝘂𝘀𝘁𝗼𝗺𝗶𝘇𝗲𝗱 𝗣𝗖 𝗕𝘂𝗶𝗹𝗱 | 𝗥𝗲𝗻𝗲𝘄𝗲𝗱 
𝗟𝗮𝗽𝘁𝗼𝗽𝘀 | 𝗗𝗲𝘀𝗸𝘁𝗼𝗽𝘀 | 𝗠𝗼𝗯𝗶𝗹𝗲𝘀
𝗦𝗮𝗹𝗲𝘀 | 𝗦𝗲𝗿𝘃𝗶𝗰𝗲𝘀",873,154,False
39778558151,grabzotech,"🔥 Cheapest Gadgets Store
🎧 Earbuds | 🔊 BT Speaker | 🔋 Powerbank
🚚 Free Delivery (Under 5KM)
💸 Best Deals Daily
📩 DM to Order
📍MEERUT",31,5,False
52135039804,gratusworld,"Electronics & Home appliances 
purchase link >",6511,390,False
64485108826,great_lakes05,"🚀 Empowering Businesses with Tech Solutions
📈 Digital Marketing
📱 App Development
🤖 AI Development
📞 Contact us for a free consultation!",2263,274,False
46763895917,growthbeyondninetofive,"10 yrs Banking | Digital Business Owner
Helping beginners start online businesses
Simple system + mentorship
Mom life + freedom lifestyle",5,84,False
40701921032,hackproduct,"Master product thinking in the age of AI. 🤖 We teach engineers to leverage AI to build better products, not just code. Turn skills into leadership.",8,7,False
71708020871,hacktropica,"Hack the Tropics, Shape the Future",284,188,True
51278570776,hamna_ramzan15,,6,2,False
75632700114,hashinghardware,"Hashing Hardware explores the physical side of technology. Hardware breakdowns, device insights, engineering perspectives, & smarter buying decisions",16,78,False
72619332318,hautelluxurylife,"@ashishbhartti Owner 
""Future Focus: Daily Inspiration, Cutting-Edge Tech & new's. 👉 Stay Ahead, Follow Now.""
DM Me If You Want Collabrate With Me 📩",3481,198,False
2305715092,healthvibeindia,"🐾Health, wellness & pet care,simplified  
💡For hoomans & animals 🐮
👩‍⚕️Expert-backed. Community🥇
#HealthVibeIndia",253,17,False
23191646153,hermes.we.addict,"🥀Shoes|Purse|Hermes💝
💐You Gotta Follow If You’re a Fashion fan♥️
🌼Daily Fashion Update😘
🌸Double-tap all my posts if you enjoy! 😋",1717,4246,False
77627853492,higrade.india,"HiGrade, you're not just hearing music – you're living it.",20,18,False
76966149416,hireshell_official,"50% Higher Salary. Zero Upfront Payment.
Structured 90-Day Job Switch System.",2,419,False
80201979854,hirexindia,,22257,147,False
42333585690,hiringwithanisha,"Recruiter 
Hr Anisha 💌
Navi Mumbai📍
We are hiring for international bpo and kpo 
for all the international companies",17,12,False
80857681036,horizontechsquad,"Horizon Tech Squad | Real Help From A Real Person | Computer Repair | WiFi Fixes | Data Recovery | Leominster, MA | Call Us Or Text Us @ 978-491-2036",2,39,False
75618404404,hr_emexotechnologies,"Best Software Training Institute in Electronic city, Bangalore",11,217,False
63157360807,hxrshityadav,"Java | DSA | Fitness
Wasted 3 years • Fixing it publicly
↓ link for everything I use",30777,6,False
79944978570,hykrstudio,"India's proof-first venture studio for builders.
We don't just fund startups. We co-build them.
Deep Tech | Health & Bio | Construction",268,20,False
3975105910,iampradeepkumarsaini,"👨‍💻 Senior Engineering Manager @innefu_labs 
🍵 Ex - @zee5 , @paytm , @healthkart , Shopclues 
🧠 System Design Mentor
🎯 Interviews & Career Growth",27643,143,True
78567152916,ianews_brasil,Aqui você fica por dentro das principais notícias do mundo das IAs.,6,5,False
70287853941,icanfly2it_placements,"🚀 Get Job Ready in Weeks
💼 Fresher & Experienced Drives
💻 IT |BPO |Marketing |Finance &more
📞 8790574047,9573749378| 📩 joinus@icanfly2it.com",79,320,False
3055535643,ictnuwan,,404,288,False
66402151151,icto_recruit,"株式会社ICT-Oの採用アカウントです👨🏻‍💻
📍 IT企業 | 本社は東京都の巣鴨🦆
💻 全国どこでも働ける！リモート率92%
🏡 有給休暇や特別休暇取得で年間休日数150日も目指せる
🎉 平均残業時間５h/月、３年間離職者０
📩 カジュアル面談はDMもしくは下記リンクへ",71,168,False
2313925357,icwholesale,"We Buy & Sell Cell Phones, Smart Watches, Laptops, Tablets/iPad, Bluetooth Speakers, Headphones, All Mobile phone Accessories and Repair Service",43340,1863,False
46111845546,ifs_uofsc,Improving Policy. Advancing Practice. Strengthening Communities and Family Well-Being.,102,188,False
80285602635,ify.oti1,"Life Coach • Author • Real Estate Investor
20+ yrs in IT | Helping you level up in life & business
Turning passion into purpose 🌟",597,134,True
78148886936,ihookwebsolutions,"iHook Web Solutions builds websites, apps, AI solutions, and digital marketing strategies to help brands grow and scale digitally",10,56,False
9175417008,ijfcst_wireilla,,65,366,False
77262324074,illuminate_code_labs,"Turning your project ideas into reality
⚙️Java | Python | Web | Automation
Affordable • Reliable • Deadline-friendly",6,5,False
76865744692,ilmoraacademy.ai,"Building the next generation of AI creators and innovators.
From “Knowing AI” → Crafting with AI”
@ilmora.studios @ilmora.ai",81,24,False
76624918892,im_bellava,"Executive Virtual Assistant ✨Link Below ⬇️
https://drive.google.com/file/d/1QrasfqiBCvCGA1_HxEPMR-uv86uj3ecP/view?usp=drivesdk",27,40,False
78092031423,imagemagixonline,"- Software Dev & Web Tool Creator.
- JavaScript | Web Dev | Coding Tips
- 100K+ Monthly Reach
- Brand Collaborations : DM Me 
- Owner - @vishalbrow",975,18,False
74816478072,imagi_nxt,"A Celebration of the Ideas, Innovations, and Individuals Reshaping the World",63235,633,False
40022556872,inceptez,"Data & AI Drives the Future, Association with Inceptez Drives U
🚀Become a Data & AI Expert
📊Multi Cloud | Data Engineering
🎓Industry Ready Training",634,98,True
80407786990,infinia.works,"InfiniaWorks | UI/UX Design • Web Dev • Brand Strategy • SEO
Indonesia-Latvia based digital excellence for global clients
📧 DM or email for projects💙",0,5,False
45537984650,infoadvantage,"Serving New York since 1992 by providing enterprise-level IT practices and solutions to the small business sector, with small business prices!",197,922,False
48607324659,infobuzztech,"💡 Tech Learning Made Simple
🚀 IT Updates | Career Growth | Hirings
📚 Concepts • Trends • Industry News
🎯 Strong Foundations. Daily Value.",580,10,False
3225613292,infogiksindia,"We develop native, web & cross-platform hybrid #customapplication for Customer engaging solutions, enterprise & business workflow #optimization",328,340,False
45889795493,information_technology_tricks,"Software Development • Artificial Intelligence • Coding
Coding Tips | Interview Prep 🚀
Learn skills that pay 💻
DM for resources & guidance",10055,122,False
37780268172,instanthiringhub,"Helping job seekers find IT & Non‑IT jobs faster. Daily alerts, walk‑ins, remote, Pan India. DM resume or requirements",0,2,False
39396844824,intellectsy_,"🛡️Empowering Next Gen Cyber Experts |🚀 Master OSINT, ethical hacking, digital forensics & more |🫆 Join our elite community |📈 Fortify your skills.",633,86,False
48633050226,internationalcodefest,"Powered by @Google
Programming Championship 🏆 
Annual • Online • International 🌐",219,14,False
6249477321,ipcschennai,Automation|Cyber security|Digital Marketing| Embedded | Python| IOT|BMS|CCTV🏆Most Trusted Education Institute👉Individual Training with 💯 Placement.,1452,668,False
4234567114,irex_koncept,"Designer Modular Kitchens & Wardrobes. 
From the house of @samsung.irex
Gurgaon | Faridabad | Noida (Sector 9) | Okhla",14408,142,False
71419962679,itcampusguru_,"Best IT Training Institute in Nagpur
Day 1 Offer Letter
Open for All Graduates & Freshers
Easy No-Cost EMI Available",3147,471,False
63183182353,itdaksh_education,"Get Skilled, Confident & Hired 🚀
💻 Python | Java | Full Stack | Data | DevOps
🎯 Practical Training & Placement Support
📌 Book Free Career Counseling👇",797,316,False
67692416568,itprobootcamp,"Trained students and software professionals
Helping individuals to grow!!
Follow me for tips and tricks, guide, notes, etc.",19,32,False
37934658033,its_ayovya,"Viral products that solve real problems 🔥  
Don’t buy useless stuff anymore  
Limited stock ⚡  
Shop now 👇",4,6,False
34642924484,j.crew_career_experts,Job Profiling |  Career Coach | Professional Training for Nurses and AHPs,474,339,False
76483191509,james_code_lab,| Web Development | Mobile App Development | IT Consultancy |,258,2458,False
9904571742,javascriptmastery,"💻 Web Development & Coding 
🎥 YouTube - JavaScript Mastery
✉️ Business Inquiries - Email or DM
👇 JS Mastery Pro, new video and more",268395,1983,False
77000217932,javeriairs08,"Helping Coaches & Founders Win on LinkedIn 
✍️ Profile Revamp • Carousels • Cheat Sheets
📩 DM for Collaboration!",21,37,False
41960224571,jobmarketdecoded,"Exposing corporate BS. No hustle fluff, just real talk on what companies say vs. what they mean. Learn to navigate the system and beat the game.",13,23,False
73332121700,jokitugasbybantululus,,8,7,False
74844808483,jonathansutjiono,"✝️💻☕️🍎📲
You know my name 😎
Apple @dev.academyalumni
Mobile Android & iOS Developer",832,73,False
2369838817,josephpaasch,Founder of Queball Capitol a Real Estate investment company and a Realtor with Adashun Jones Fond du Lac. Helping to meet your Real Estate needs,135,5885,False
76228596093,js_mock_interview,"🚀 JS Mock Interviews | 1:1 Session
💻Practice real questions & get instant feedback 
🎯 For devs | Boost confidence & crack interviews
📩 DM now",0,2,False
30780594221,jsgroup_2020,,1773,464,False
